2013,016,10639
2013,017,8568
2013,018,12924
2013,019,14079
2013,020,4911
2013,022,10290
2013,024,8751
2013,025,17828
2013,031,6
2014,001,11581
2014,002,11565
2014,003,13782
2014,004,16726
2014,005,12608
2014,006,16551
2014,007,15703
2014,008,18291
2014,009,13548
2014,010,12587
2014,011,20671
2014,012,12620
2014,014,9466
2014,015,12943
2014,016,9574
2014,017,7449
2014,018,11522
2014,019,12217
2014,020,4341
2014,022,8830
2014,024,7562
2014,025,15656
2014,031,3
2015,001,12005
2015,002,10780
2015,003,13089
2015,004,15887
2015,005,11366
2015,006,16072
2015,007,15777
2015,008,17345
2015,009,12761
2015,010,11800
2015,011,19535
2015,012,12356
2015,014,8952
2015,015,11757
2015,016,9442
2015,017,7740
2015,018,11379
2015,019,11576
2015,020,4277
2015,022,8773
2015,024,7047
2015,025,15081
2015,031,9
2016,001,13745
2016,002,11462
2016,003,12361
2016,004,15030
2016,005,11645
2016,006,16226
2016,007,14235
2016,008,17569
2016,009,12691
2016,010,12599
2016,011,18654
2016,012,14085
2016,014,10343
2016,015,11436
2016,016,9477
2016,017,7791
2016,018,13229
2016,019,12262
2016,020,4408
2016,022,8635
2016,024,7363
2016,025,14579
2016,031,15
2017,,1
2017,001,15424
2017,002,11658
2017,003,12722
2017,004,14778
2017,005,11772
2017,006,16564
2017,007,13838
2017,008,16575
2017,009,11782
2017,010,12538
2017,011,18069
2017,012,13527
2017,014,10083
2017,015,10220
2017,016,8949
2017,017,7925
2017,018,15114
2017,019,12083
2017,020,4603
2017,022,8377
2017,024,8221
2017,025,14287
2017,031,3
2018,001,15715
2018,002,11931
2018,003,12148
2018,004,14239
2018,005,12031
2018,006,16575
2018,007,14346
2018,008,16469
2018,009,11101
2018,010,12671
2018,011,19275
2018,012,13180
2018,014,9412
2018,015,10116
2018,016,8817
2018,017,7669
2018,018,16239
2018,019,12320
2018,020,4969
2018,022,8497
2018,024,7754
2018,025,13441
2018,031,11
2019,001,15304
2019,002,11258
2019,003,12516
2019,004,14063
2019,005,11381
2019,006,16891
2019,007,13736
2019,008,15734
2019,009,11026
2019,010,12501
2019,011,18720
2019,012,13192
2019,014,9293
2019,015,10015
2019,016,8322
2019,017,6758
2019,018,15179
2019,019,11841
2019,020,4386
2019,022,8261
2019,024,8024
2019,025,12963
2019,031,7
2020,001,8412
2020,002,9526
2020,003,11036
2020,004,12322
2020,005,10270
2020,006,14103
2020,007,11780
2020,008,13179
2020,009,9293
2020,010,10117
2020,011,15056
2020,012,10202
2020,014,6673
2020,015,8905
2020,016,7583
2020,017,6037
2020,018,8873
2020,019,9430
2020,020,4100
2020,022,7179
2020,024,6840
2020,025,11316
2020,031,4
2021,001,9188
2021,002,9607
2021,003,10585
2021,004,12435
2021,005,9619
2021,006,13588
2021,007,10557
2021,008,12872
2021,009,9133
2021,010,9163
2021,011,13957
2021,012,10907
2021,014,6855
2021,015,8019
2021,016,7878
2021,017,5745
2021,018,10147
2021,019,9695
2021,020,4237
2021,022,6998
2021,024,6883
2021,025,10841
2021,031,15
2021,16,1
2022,001,13055
2022,002,11800
2022,003,11938
2022,004,13945
2022,005,9784
2022,006,14709
2022,007,10324
2022,008,14812
2022,009,10373
2022,010,9970
2022,011,13472
2022,012,14352
2022,014,8163
2022,015,8310
2022,016,9224
2022,017,6995
2022,018,12443
2022,019,12255
2022,020,4964
2022,022,7675
2022,024,8474
2022,025,11953
2022,031,15
2022,16,15
2023,001,11470
2023,002,11014
2023,003,10672
2023,004,12032
2023,005,8422
2023,006,12795
2023,007,8891
2023,008,13575
2023,009,9309
2023,010,8935
2023,011,11546
2023,012,12679
2023,014,7371
2023,015,6648
2023,016,7649
2023,017,6218
2023,018,10608
2023,019,10990
2023,020,4452
2023,022,6676
2023,024,7350
2023,025,11136
2023,031,12
